template_interface	ligand_1	ligand_2	cluster_representatives	target_interface
4UB8_D_O	GOL		 4FBY_D_O	3JCU_D_O,3JCU_d_o,3A0B_d_o,3A0H_D_O,3A0H_d_o,3A0B_D_O,6JLU_D_O,6JLU_d_o,6J40_D_O,6J3Z_d_o,6J3Y_d_o,6J3Z_D_O,6J40_d_o,6J3Y_D_O,4YUU_D2_O2,4YUU_d2_o2,4YUU_d1_o1,4YUU_D1_O1,4FBY_Q_f,1S5L_D_O,3KZI_D_O,4FBY_D_O,1S5L_d_o,4V62_BD_BO,4V82_BD_BO,2AXT_d_o,2AXT_D_O,4V62_AD_AO,4V82_AD_AO,5B66_D_O,5WS6_d_o,6JLP_d_o,5WS5_D_O,5GTH_D_O,6JLK_D_O,6JLO_d_o,6JLM_d_o,6JLN_d_o,6JLP_D_O,7D1U_D_O,5GTI_d_o,6JLL_D_O,5B5E_d_o,6JLK_d_o,4IL6_d_o,5GTH_d_o,4UB6_d_o,5WS5_d_o,4IL6_D_O,7D1U_d_o,3WU2_d_o,7D1T_d_o,3WU2_D_O,6JLJ_D_O,5GTI_D_O,4UB8_d_o,6JLO_D_O,5B66_d_o,4UB6_D_O,6JLL_d_o,6JLN_D_O,7D1T_D_O,6JLM_D_O,5WS6_D_O,5B5E_D_O,6JLJ_d_o,5TIS_d_o,6W1R_d_o,4TNH_D_O,4TNI_D_O,4TNH_d_o,5TIS_D_O,4IXR_D_O,5KAF_d_o,4TNK_d_o,4TNJ_D_O,6W1Q_D_O,6W1U_D_O,4PJ0_d_o,4IXQ_d_o,4IXR_d_o,4TNK_D_O,5MX2_D_O,5KAI_d_o,6W1P_D_O,4TNJ_d_o,4IXQ_D_O,5KAF_D_O,6W1Q_d_o,6W1O_d_o,6W1U_d_o,6W1V_d_o,5KAI_D_O,6W1V_D_O,6W1R_D_O,6W1O_D_O,5MX2_d_o,4TNI_d_o,4PJ0_D_O,6W1T_d_o,6W1P_d_o,6W1T_D_O,6DHP_d_o,6DHG_d_o,6DHF_D_O,6DHO_D_O,6DHO_d_o,6DHG_D_O,6DHH_D_O,6DHE_D_O,6DHH_d_o,6DHP_D_O,6DHF_d_o,6DHE_d_o,5V2C_D_O,5V2C_d_o,5E7C_D_O,5H2F_d_o,5E79_D_O,4PBU_d_o,5E79_d_o,5H2F_D_O,4RVY_d_o,4PBU_D_O,5ZZN_d_o,4RVY_D_O,5ZZN_D_O,5E7C_d_o
4UB8_E_V	GOL	GOL	 4FBY_E_V	4FBY_E_V,3WU2_e_v,3WU2_E_V,3KZI_E_V,5V2C_E_V,5V2C_e_v,4FBY_R_i,5WS5_E_V,5WS6_e_v,6JLJ_E_V,6JLM_e_v,6JLO_E_V,5GTH_E_V,6JLP_e_v,4UB6_E_V,4V82_AE_AV,5GTI_e_v,6JLL_E_V,6JLL_e_v,4UB6_e_v,5WS5_e_v,5GTH_e_v,5WS6_E_V,4V62_BE_BV,4V62_AE_AV,6JLK_E_V,4V82_BE_BV,4UB8_e_v,6JLM_E_V,6JLJ_e_v,6JLN_e_v,6JLN_E_V,6JLO_e_v,5GTI_E_V,6JLP_E_V,6JLK_e_v,6DHH_E_V,6DHE_e_v,6DHG_e_v,6DHH_e_v,6DHP_E_V,6DHP_e_v,6DHF_E_V,6DHF_e_v,6DHO_e_v,6DHG_E_V,6DHO_E_V,6DHE_E_V,4PJ0_E_V,4IXR_E_V,4TNJ_e_v,4IXQ_E_V,5KAF_E_V,6W1O_e_v,6W1V_e_v,4TNK_e_v,5KAI_e_v,6W1Q_e_v,6W1R_e_v,5TIS_E_V,6W1O_E_V,4TNH_E_V,6W1Q_E_V,5KAI_E_V,5KAF_e_v,6W1P_e_v,6W1T_E_V,4TNH_e_v,4TNK_E_V,5MX2_E_V,4TNI_E_V,6W1U_e_v,4IXQ_e_v,6W1P_E_V,6W1V_E_V,4TNJ_E_V,4IXR_e_v,6W1T_e_v,5TIS_e_v,4TNI_e_v,5MX2_e_v,4PJ0_e_v,6W1R_E_V,6W1U_E_V,4IL6_e_v,7D1T_E_V,7D1U_e_v,4PBU_E_V,7D1U_E_V,7D1T_e_v,4PBU_e_v,5ZZN_E_V,5E7C_E_V,5E7C_e_v,5E79_e_v,5ZZN_e_v,5E79_E_V,4RVY_E_V,4RVY_e_v
4UB8_L_M		GOL	 4FBY_L_M	7A24_N_Z,6X89_6M_AM,7A23_N_Z,6WJ6_L_M,7CZL_L_M,6DHF_L_M,6DHE_L_M,6DHG_L_M,6DHP_l_m,6DHE_l_m,6DHH_l_m,6DHP_L_M,6DHH_L_M,6DHO_l_m,6DHF_l_m,6DHO_L_M,7CZL_l_m,6DHG_l_m,4RVY_l_m,5E7C_L_M,5E7C_l_m,7D1U_L_M,4PBU_L_M,5E79_l_m,7D1T_L_M,7D1U_l_m,5E79_L_M,7D1T_l_m,4IL6_l_m,4RVY_L_M,4IL6_L_M,4PBU_l_m,5ZZN_L_M,5ZZN_l_m,5B5E_l_m,6JLO_l_m,5MX2_l_m,3A0B_L_M,6JLO_L_M,4UB6_L_M,5B66_L_M,5WS6_L_M,4TNJ_L_M,6JLJ_L_M,5GTI_l_m,4PJ0_L_M,6W1Q_L_M,4TNH_l_m,4FBY_d_e,6JLN_l_m,6W1P_l_m,4UB6_l_m,6JLP_l_m,5KAF_l_m,5WS6_l_m,6JLN_L_M,6W1P_L_M,4TNH_L_M,6JLK_L_M,6JLP_L_M,4TNI_L_M,6W1Q_l_m,2AXT_L_M,5GTH_l_m,5GTI_L_M,6W1O_l_m,5WS5_L_M,6JLJ_l_m,6W1O_L_M,6W1R_L_M,6W1U_L_M,5TIS_l_m,6W1T_L_M,6JLM_l_m,6JLM_L_M,5KAF_L_M,3KZI_L_M,4UB8_l_m,4V82_AL_AM,6W1R_l_m,3A0H_l_m,4TNK_l_m,5MX2_L_M,4IXQ_l_m,6JLL_l_m,5WS5_l_m,5V2C_L_M,4IXR_l_m,5V2C_l_m,4V62_AL_AM,3WU2_l_m,4TNJ_l_m,6W1T_l_m,4V62_BL_BM,5KAI_l_m,5B5E_L_M,6JLK_l_m,6W1U_l_m,3WU2_L_M,4IXQ_L_M,4FBY_L_M,5GTH_L_M,6W1V_l_m,3A0B_l_m,6W1V_L_M,6JLL_L_M,4TNK_L_M,5KAI_L_M,1S5L_l_m,5TIS_L_M,2AXT_l_m,1S5L_L_M,4TNI_l_m,4V82_BL_BM,3A0H_L_M,5B66_l_m,4IXR_L_M,4PJ0_l_m,6J40_L_M,6J3Y_L_M,6J3Z_L_M,6J40_l_m,6J3Y_l_m,6J3Z_l_m,6JLU_L_M,6JLU_l_m,4YUU_L2_M2,4YUU_l2_m2,4YUU_L1_M1,4YUU_l1_m1,6KAC_L_M,5XNL_l_m,6KAC_l_m,6KAD_l_m,6KAF_l_m,6KAF_L_M,5XNL_L_M,5XNM_L_M,5MDX_L_M,6KAD_L_M,5XNM_l_m,3JCU_l_m,3JCU_L_M,5MDX_l_m,6YP7_L_M,6YP7_l_m
4UB8_L_T		GOL	 3J47_O_U	4YUU_l1_t1,4YUU_l2_t2,4YUU_L2_T2,4YUU_L1_T1,6WJ6_L_T,6JLU_L_T,6J3Y_l_t,6J3Z_l_t,6J3Y_L_T,6JLU_l_t,6J3Z_L_T,6J40_l_t,6KAD_L_T,6J40_L_T,6KAF_l_t,6KAF_L_T,6KAC_l_t,6KAD_l_t,6KAC_L_T,6YP7_L_T,6YP7_l_t,5MDX_L_T,3JCU_l_t,3JCU_L_T,5MDX_l_t,5XNL_l_t,5XNM_L_T,5XNM_l_t,5XNL_L_T,5KAF_l_t,2AXT_l_t,2AXT_L_T,6JLM_l_t,6JLN_L_T,4TNI_l_t,3WU2_L_T,4V82_BL_BT,6JLN_l_t,6JLM_L_T,4TNH_l_t,4UB6_L_T,1S5L_L_T,5GTH_l_t,4FBY_L_T,6JLP_l_t,4V82_AL_AT,4TNK_L_T,5KAI_L_T,4TNK_l_t,4V62_AL_AT,5WS6_L_T,6W1U_l_t,5MX2_L_T,5TIS_l_t,3WU2_l_t,4TNJ_L_T,6JLK_l_t,6W1V_L_T,6W1U_L_T,6JLL_l_t,5GTI_L_T,6JLP_L_T,3KZI_L_T,6JLO_l_t,5V2C_L_T,5B66_l_t,5V2C_l_t,6W1V_l_t,5MX2_l_t,5GTH_L_T,5B5E_l_t,5TIS_L_T,4UB6_l_t,5WS6_l_t,6JLJ_l_t,4TNH_L_T,1S5L_l_t,5KAI_l_t,5KAF_L_T,4FBY_d_g,6JLO_L_T,4PJ0_l_t,4V62_BL_BT,5WS5_L_T,5WS5_l_t,6W1R_L_T,6JLK_L_T,4TNJ_l_t,4PJ0_L_T,5B5E_L_T,4IXQ_l_t,4IXQ_L_T,5B66_L_T,5GTI_l_t,6JLJ_L_T,4IXR_L_T,6JLL_L_T,4TNI_L_T,6W1R_l_t,4IXR_l_t,5H2F_L_T,5H2F_l_t,6DHH_l_t,6W1T_L_T,6DHE_L_T,6W1Q_l_t,4RVY_l_t,6W1O_l_t,6DHG_L_T,3A0H_l_t,5E79_L_T,6DHO_L_T,6DHE_l_t,6W1P_L_T,6DHH_L_T,4PBU_L_T,3A0B_l_t,5E7C_l_t,6DHF_L_T,3A0H_L_T,6W1P_l_t,7CZL_l_t,5E79_l_t,6DHP_L_T,6W1O_L_T,4RVY_L_T,6W1T_l_t,6DHP_l_t,6DHF_l_t,7CZL_L_T,6W1Q_L_T,5E7C_L_T,6DHG_l_t,4PBU_l_t,6DHO_l_t,3A0B_L_T,4IL6_L_T,4UB8_l_t,4IL6_l_t,7D1T_L_T,7D1U_l_t,7D1U_L_T,7D1T_l_t,5ZZN_L_T,5ZZN_l_t,2XSN_A_B,2XSN_C_D,5WLL_A_B,5WLL_C_D,5WLK_C_D,5WLM_C_D,5WLM_A_B,5WLJ_A_B,5WLK_A_B,5WLJ_C_D,3KXK_A_B,3KXL_A_B,3B8E_A_G,3B8E_C_H,3KDP_A_G,3KDP_C_H,3N23_A_G,3N23_C_E,3J47_O_U,6YW5_00_99,6YWE_00_99,6YWX_00_99,6YWY_00_99,5D50_G_H,5D50_M_N,5D50_M_P,5D50_F_G,5D50_E_H,5D50_N_O,5D50_E_F,5D50_O_P,6J5K_AJ_BJ,6J5K_CJ_J
4UB8_U_V		GOL	 4FBY_U_V	1S5L_U_V,1S5L_u_v,3A0B_U_V,3A0H_U_V,3A0B_u_v,3A0H_u_v,6J40_U_V,6J40_u_v,6JLU_U_V,6JLU_u_v,6J3Z_U_V,6J3Z_u_v,6J3Y_U_V,6J3Y_u_v,4YUU_U2_V2,4YUU_u2_v2,4YUU_U1_V1,4YUU_u1_v1,6JLO_U_V,6JLP_U_V,5GTH_U_V,6JLP_u_v,2AXT_U_V,4UB6_U_V,3KZI_U_V,5B5E_u_v,4UB8_u_v,6JLM_U_V,5WS6_U_V,4FBY_U_V,5B5E_U_V,5WS5_U_V,6JLO_u_v,5V2C_u_v,2AXT_u_v,6JLK_u_v,3WU2_U_V,4UB6_u_v,6JLJ_u_v,5GTI_U_V,5WS6_u_v,5WS5_u_v,5GTH_u_v,6JLN_U_V,4V62_AU_AV,4V62_BU_BV,6JLL_u_v,5V2C_U_V,6JLK_U_V,6JLL_U_V,4V82_AU_AV,5B66_U_V,6JLJ_U_V,6JLM_u_v,3WU2_u_v,4FBY_h_i,5B66_u_v,5GTI_u_v,6JLN_u_v,4V82_BU_BV,6DHG_u_v,5H2F_U_V,6DHE_U_V,4RVY_U_V,6DHH_u_v,7D1U_u_v,6DHO_U_V,6DHG_U_V,6DHH_U_V,6DHO_u_v,4PBU_U_V,5ZZN_U_V,6DHP_U_V,7D1U_U_V,5H2F_u_v,6DHF_U_V,5E79_U_V,4RVY_u_v,6DHE_u_v,6DHF_u_v,5E7C_U_V,4PBU_u_v,6DHP_u_v,4IL6_U_V,7D1T_U_V,5ZZN_u_v,5E79_u_v,4IL6_u_v,5E7C_u_v,7D1T_u_v,4TNH_u_v,5KAI_U_V,6W1T_u_v,4IXQ_u_v,6W1Q_u_v,4TNK_U_V,4TNI_u_v,6W1R_u_v,6W1P_U_V,4TNJ_u_v,6W1T_U_V,4TNI_U_V,5KAI_u_v,4PJ0_U_V,4IXR_U_V,6W1V_u_v,6W1P_u_v,6W1U_u_v,6W1Q_U_V,5MX2_U_V,6W1U_U_V,5TIS_u_v,4PJ0_u_v,4IXQ_U_V,4TNK_u_v,6W1O_U_V,5TIS_U_V,5MX2_u_v,4IXR_u_v,4TNJ_U_V,6W1O_u_v,6W1R_U_V,5KAF_u_v,4TNH_U_V,6W1V_U_V,5KAF_U_V
4UB6_C_U		GOL	 4FBY_C_U	1S5L_C_U,1S5L_c_u,6W1O_c_u,6W1P_C_U,5MX2_C_U,6W1T_c_u,4TNH_c_u,4IXQ_c_u,4TNI_c_u,6W1V_C_U,4TNJ_c_u,6W1P_c_u,6W1Q_c_u,4IXR_C_U,6W1R_c_u,6W1U_c_u,4TNK_C_U,6W1U_C_U,6W1O_C_U,4IXQ_C_U,5KAI_C_U,6W1R_C_U,5KAF_c_u,4TNI_C_U,4TNK_c_u,4TNH_C_U,6W1T_C_U,5TIS_C_U,5KAF_C_U,5KAI_c_u,6W1V_c_u,6W1Q_C_U,4IXR_c_u,4TNJ_C_U,4PJ0_c_u,4PJ0_C_U,5TIS_c_u,5MX2_c_u,4UB6_c_u,5GTI_c_u,6JLO_c_u,5WS5_c_u,3WU2_C_U,6JLL_c_u,6JLP_c_u,5GTH_C_U,6JLJ_c_u,5GTI_C_U,5B5E_c_u,6JLP_C_U,5B66_C_U,6JLL_C_U,5B66_c_u,6JLK_c_u,5B5E_C_U,6JLM_c_u,5GTH_c_u,6JLK_C_U,6JLN_C_U,3WU2_c_u,6JLN_c_u,5WS6_c_u,6JLM_C_U,4UB8_c_u,4UB8_C_U,6JLO_C_U,5WS6_C_U,6JLJ_C_U,5WS5_C_U,5ZZN_C_U,4PBU_c_u,4PBU_C_U,5H2F_c_u,5ZZN_c_u,5H2F_C_U,4RVY_C_U,4RVY_c_u,5V2C_C_U,5V2C_c_u,3A0H_c_u,3A0B_C_U,3A0H_C_U,3A0B_c_u,6DHF_c_u,7D1U_C_U,7D1T_c_u,5E7C_c_u,5E79_C_U,7D1T_C_U,6DHH_c_u,6DHF_C_U,6DHO_c_u,4IL6_C_U,6DHH_C_U,7D1U_c_u,6DHP_c_u,6DHG_C_U,6DHG_c_u,6DHP_C_U,6DHO_C_U,5E79_c_u,6DHE_c_u,5E7C_C_U,6DHE_C_U,4IL6_c_u,4FBY_C_U,4V82_BC_BU,4V82_AC_AU,4FBY_P_h,3KZI_C_U
6JLP_C_U	GOL		 4FBY_C_U	1S5L_C_U,1S5L_c_u,6W1O_c_u,6W1P_C_U,5MX2_C_U,6W1T_c_u,4TNH_c_u,4IXQ_c_u,4TNI_c_u,6W1V_C_U,4TNJ_c_u,6W1P_c_u,6W1Q_c_u,4IXR_C_U,6W1R_c_u,6W1U_c_u,4TNK_C_U,6W1U_C_U,6W1O_C_U,4IXQ_C_U,5KAI_C_U,6W1R_C_U,5KAF_c_u,4TNI_C_U,4TNK_c_u,4TNH_C_U,6W1T_C_U,5TIS_C_U,5KAF_C_U,5KAI_c_u,6W1V_c_u,6W1Q_C_U,4IXR_c_u,4TNJ_C_U,4PJ0_c_u,4PJ0_C_U,5TIS_c_u,5MX2_c_u,4UB6_c_u,5GTI_c_u,6JLO_c_u,5WS5_c_u,3WU2_C_U,6JLL_c_u,6JLP_c_u,5GTH_C_U,6JLJ_c_u,5GTI_C_U,5B5E_c_u,5B66_C_U,6JLL_C_U,5B66_c_u,6JLK_c_u,5B5E_C_U,6JLM_c_u,5GTH_c_u,6JLK_C_U,6JLN_C_U,3WU2_c_u,6JLN_c_u,5WS6_c_u,6JLM_C_U,4UB8_c_u,4UB8_C_U,6JLO_C_U,5WS6_C_U,6JLJ_C_U,5WS5_C_U,4UB6_C_U,5ZZN_C_U,4PBU_c_u,4PBU_C_U,5H2F_c_u,5ZZN_c_u,5H2F_C_U,4RVY_C_U,4RVY_c_u,5V2C_C_U,5V2C_c_u,3A0H_c_u,3A0B_C_U,3A0H_C_U,3A0B_c_u,6DHF_c_u,7D1U_C_U,7D1T_c_u,5E7C_c_u,5E79_C_U,7D1T_C_U,6DHH_c_u,6DHF_C_U,6DHO_c_u,4IL6_C_U,6DHH_C_U,7D1U_c_u,6DHP_c_u,6DHG_C_U,6DHG_c_u,6DHP_C_U,6DHO_C_U,5E79_c_u,6DHE_c_u,5E7C_C_U,6DHE_C_U,4IL6_c_u,4FBY_C_U,4V82_BC_BU,4V82_AC_AU,4FBY_P_h,3KZI_C_U
4UB6_C_V		GOL	 4FBY_C_V	3A0H_c_v,3A0B_C_V,3A0H_C_V,3A0B_c_v,6J3Y_c_v,6J3Z_c_v,6J40_C_V,6J3Y_C_V,6J40_c_v,6J3Z_C_V,6JLU_C_V,6JLU_c_v,4YUU_c1_v1,4YUU_C2_V2,4YUU_c2_v2,4YUU_C1_V1,1S5L_C_V,1S5L_c_v,2AXT_c_v,2AXT_C_V,4V62_BC_BV,4V62_AC_AV,5V2C_C_V,5V2C_c_v,5H2F_c_v,5GTH_C_V,6JLP_C_V,6JLL_c_v,5B66_c_v,6JLM_C_V,5WS5_c_v,6JLO_c_v,6JLK_C_V,4PBU_C_V,6JLN_c_v,5WS6_C_V,6JLK_c_v,4UB6_c_v,5WS6_c_v,5GTI_C_V,6JLJ_c_v,4UB8_C_V,6JLL_C_V,5ZZN_c_v,5ZZN_C_V,6JLJ_C_V,3WU2_C_V,6JLO_C_V,4UB8_c_v,4PBU_c_v,5WS5_C_V,5GTI_c_v,5B5E_C_V,5B66_C_V,6JLP_c_v,5H2F_C_V,5B5E_c_v,5GTH_c_v,3WU2_c_v,6JLN_C_V,6JLM_c_v,6DHP_C_V,6DHO_c_v,6DHG_c_v,6DHP_c_v,7D1U_C_V,7D1U_c_v,6DHF_C_V,7D1T_c_v,5E79_c_v,6DHG_C_V,6DHE_c_v,7D1T_C_V,5E7C_C_V,5E7C_c_v,6DHF_c_v,6DHE_C_V,6DHH_c_v,6DHH_C_V,4IL6_C_V,6DHO_C_V,5E79_C_V,4IL6_c_v,3KZI_C_V,4RVY_C_V,4FBY_C_V,4FBY_P_i,4V82_BC_BV,4V82_AC_AV,4RVY_c_v,4IXR_C_V,4TNK_C_V,4PJ0_c_v,4IXQ_C_V,6W1V_c_v,4IXQ_c_v,6W1O_c_v,5KAF_C_V,4TNJ_c_v,5TIS_c_v,5KAI_C_V,4PJ0_C_V,6W1Q_C_V,4TNJ_C_V,6W1P_c_v,6W1V_C_V,5MX2_c_v,6W1O_C_V,6W1U_c_v,5TIS_C_V,4TNI_C_V,6W1R_C_V,6W1U_C_V,4TNH_c_v,5KAI_c_v,4IXR_c_v,5MX2_C_V,6W1T_c_v,5KAF_c_v,6W1P_C_V,4TNI_c_v,6W1T_C_V,4TNK_c_v,6W1R_c_v,6W1Q_c_v,4TNH_C_V
4UBV_A_B	GOL	GOL	 1WDM_C_D	3LM6_A_B,3LMA_A_D,3LMA_B_C,1AFW_A_B,2WU9_A_B,2WUA_A_B,4UBU_A_D,4UBU_B_C,4UBW_A_B,4UBT_A_B,4UBU_F_H,4NZS_A_B,1WDK_C_D,1WDM_C_D,1WDL_C_D,2D3T_C_D,3GOA_A_B
4UBR_A_B	GOL	GOL	 1QSO_A_B	1QSO_C_D,1QSM_C_D,1QSM_A_B,1QSO_A_B,4UBR_G_H,4UBR_E_F,4UBR_C_D,5IB0_A_B,5IB0_C_D,5IB0_E_F,4QUS_A_B,2PDO_E_F,2PDO_C_D,2PDO_A_B,2PDO_G_H,4QVT_A_B,4QVT_G_H,4QVT_C_D,4QVT_E_F
4UBR_C_F	GOL		 5Y6P_C1_s1	5Y6P_C1_s1,5Y6P_D1_y1
4W4Z_A_D	GOL	GOL	 2DX8_A_B	4W4Z_B_C,4W50_B_C,4W50_A_D,2DX8_A_B,2YYR_A_B,5L6Q_A_B
4W4Z_B_D	GOL	GOL	 4W50_B_D	4W50_B_D,5JR2_A_C,5JR2_B_D,6O5O_A_B,6OVF_A_B
4W4Z_B_F	GOL	GOL	 4W50_A_E	4W50_D_H,4W50_C_G,4W50_B_F,4W50_A_E,4W4Z_A_E,4W4Z_C_G,4W4Z_D_H,5JR2_B_F,5JR2_A_E,5JR2_D_H,5JR2_C_G
4R40_B_C	GOL	GOL	 6DWU_AL_AO	4R40_A_D,6DWU_DR_DU,6DWU_AR_AU,6DWU_DB_DE,6DWU_AL_AO,6DWU_CP_CS
3WY4_A_B	GOL		 3WY4_A_B	6AAV_A_B
4W5V_A_B		GOL	 4W5V_A_B	6GUM_A_B,5FQ2_A_B
4W6S_A_B	GOL	GOL	 4W6R_B_D	4W6M_C_D,4W6A_A_B,4W6R_F_P,4W6R_G_O,4W6N_B_E,4W6M_A_B,4W6R_H_L,4W6R_C_I,4W6P_D_H,4W6R_K_M,4W6P_C_E,4W6N_C_F,4W6R_B_D,4W74_A_C,4W7D_A_B,4W6U_A_D,4W74_B_D,4W7C_B_C,4W6U_B_C,6UN7_A_B,6UN5_A_B,4ZF3_A_B,6UN6_A_B,7A86_A_B,1B9C_A_B,1GFL_A_B,1B9C_C_D,3GJ1_A_B,3GJ1_C_D,3GJ2_A_B,3GJ2_C_D
4R6O_A_B	GLA		 6PCI_A_H	4AKB_A_B,4AKC_A_B,4AK4_C_D,4AK4_I_J,4AK4_A_B,4AK4_G_H,4AKB_G_H,4AK4_K_L,4AKB_C_D,4AK4_E_F,4AKC_G_H,4AKB_E_F,4AKC_E_F,4AKC_C_D,4AK4_M_N,4AK4_O_P,1KUJ_E_F,1KU8_A_B,1KU8_E_F,1KUJ_A_B,1KUJ_C_D,1KU8_C_D,1KU8_G_H,1KUJ_G_H,4R6Q_G_H,4R6Q_A_B,4R6N_C_D,5J51_E_F,4R6O_G_H,4R6N_E_F,5J50_E_F,4R6O_C_D,4R6N_A_B,5J4T_C_D,4R6R_C_D,4R6O_E_F,5JM1_C_D,5J4T_E_F,5J50_G_H,5J51_G_H,5J51_A_B,5J4X_C_D,4R6R_E_F,5J50_C_D,5J4T_G_H,4R6P_G_H,4R6R_A_B,5J4X_E_F,5J51_C_D,5J4X_G_H,4R6R_G_H,5J50_A_B,4R6N_G_H,5JM1_E_F,4R6P_A_B,4R6P_C_D,4R6Q_E_F,4R6Q_C_D,5J4T_A_B,5JM1_A_B,5JM1_G_H,4R6P_E_F,5J4X_A_B,5BN6_A_E,5BN6_C_G,5BN6_D_H,5BN6_B_F,1M26_C_D,1M26_A_B,1M26_E_F,1M26_G_H,1TP8_G_H,1UH0_C_D,1WS5_G_H,1WS4_E_F,1JAC_E_F,1TP8_E_F,1UGW_E_F,1UGY_G_H,1UGW_C_D,1UGY_E_F,1UGY_A_B,1UGY_C_D,1WS5_E_F,1UH0_A_B,1UH1_E_F,1TP8_C_D,1UGX_A_B,1UGW_A_B,1TP8_A_B,1TOQ_G_H,1TOQ_A_B,1UH1_G_H,1WS5_A_B,1TOQ_E_F,1UH0_G_H,1WS4_G_H,1JAC_A_B,1UGW_G_H,1PXD_A_B,1WS4_A_B,1JAC_G_H,1UH1_A_B,1WS4_C_D,1TOQ_C_D,1UH1_C_D,1WS5_C_D,1UH0_E_F,1JAC_C_D,1JOT_A_B,3LM1_K_L,3LM1_I_J,3LM1_M_N,3LM1_E_F,3LM1_O_P,3LM1_G_H,3LM1_A_B,3LM1_C_D,3LLY_A_B,3LLZ_A_B,6PCI_B_I,6PCI_C_J,6PCI_A_H,3IX0_C_D,3IX0_A_B,5LHY_7_a,5LHY_g_h,5LHY_8_9,5LHY_f_i,5LHY_2_Y,5LHY_w_x,5LHY_R_S,5LHY_b_e,5LHY_o_p,5LHY_v_y,5LHY_n_q,5LHY_V_W,5LHY_F_G,5LHY_4_5,5LHY_A_D,5LHY_r_u,5LHY_I_L,5LHY_j_m,5LHY_1_Z,5LHY_c_d,5LHY_J_K,5LHY_N_O,5LHY_M_P,5LHY_s_t,5LHY_B_C,5LHY_3_6,5LHY_k_l,5LHY_E_H,5LHY_Q_T,5LHY_U_X,1GX3_A_B,1GX3_C_D,1W6F_A_B,1W6F_C_D,1W5R_A_B
4R6N_A_B	MBG	IPA	 6PCI_A_H	4AKB_A_B,4AKC_A_B,4AK4_C_D,4AK4_I_J,4AK4_A_B,4AK4_G_H,4AKB_G_H,4AK4_K_L,4AKB_C_D,4AK4_E_F,4AKC_G_H,4AKB_E_F,4AKC_E_F,4AKC_C_D,4AK4_M_N,4AK4_O_P,1KUJ_E_F,1KU8_A_B,1KU8_E_F,1KUJ_A_B,1KUJ_C_D,1KU8_C_D,1KU8_G_H,1KUJ_G_H,4R6Q_G_H,4R6Q_A_B,4R6N_C_D,5J51_E_F,4R6O_G_H,4R6N_E_F,5J50_E_F,4R6O_C_D,5J4T_C_D,4R6R_C_D,4R6O_E_F,5JM1_C_D,5J4T_E_F,5J50_G_H,5J51_G_H,5J51_A_B,5J4X_C_D,4R6R_E_F,5J50_C_D,5J4T_G_H,4R6P_G_H,4R6R_A_B,4R6O_A_B,5J4X_E_F,5J51_C_D,5J4X_G_H,4R6R_G_H,5J50_A_B,4R6N_G_H,5JM1_E_F,4R6P_A_B,4R6P_C_D,4R6Q_E_F,4R6Q_C_D,5J4T_A_B,5JM1_A_B,5JM1_G_H,4R6P_E_F,5J4X_A_B,5BN6_A_E,5BN6_C_G,5BN6_D_H,5BN6_B_F,1M26_C_D,1M26_A_B,1M26_E_F,1M26_G_H,1TP8_G_H,1UH0_C_D,1WS5_G_H,1WS4_E_F,1JAC_E_F,1TP8_E_F,1UGW_E_F,1UGY_G_H,1UGW_C_D,1UGY_E_F,1UGY_A_B,1UGY_C_D,1WS5_E_F,1UH0_A_B,1UH1_E_F,1TP8_C_D,1UGX_A_B,1UGW_A_B,1TP8_A_B,1TOQ_G_H,1TOQ_A_B,1UH1_G_H,1WS5_A_B,1TOQ_E_F,1UH0_G_H,1WS4_G_H,1JAC_A_B,1UGW_G_H,1PXD_A_B,1WS4_A_B,1JAC_G_H,1UH1_A_B,1WS4_C_D,1TOQ_C_D,1UH1_C_D,1WS5_C_D,1UH0_E_F,1JAC_C_D,1JOT_A_B,3LM1_K_L,3LM1_I_J,3LM1_M_N,3LM1_E_F,3LM1_O_P,3LM1_G_H,3LM1_A_B,3LM1_C_D,3LLY_A_B,3LLZ_A_B,6PCI_B_I,6PCI_C_J,6PCI_A_H,3IX0_C_D,3IX0_A_B,5LHY_7_a,5LHY_g_h,5LHY_8_9,5LHY_f_i,5LHY_2_Y,5LHY_w_x,5LHY_R_S,5LHY_b_e,5LHY_o_p,5LHY_v_y,5LHY_n_q,5LHY_V_W,5LHY_F_G,5LHY_4_5,5LHY_A_D,5LHY_r_u,5LHY_I_L,5LHY_j_m,5LHY_1_Z,5LHY_c_d,5LHY_J_K,5LHY_N_O,5LHY_M_P,5LHY_s_t,5LHY_B_C,5LHY_3_6,5LHY_k_l,5LHY_E_H,5LHY_Q_T,5LHY_U_X,1GX3_A_B,1GX3_C_D,1W6F_A_B,1W6F_C_D,1W5R_A_B
